PRICEEACH,SALES,ORDERDATE,YEAR_ID,PRODUCTLINE,CITY,COUNTRY
80.41,2171.07,10/16/2004 0:00,2004,Classic Cars,Koln,Germany
73.98,3403.08,11/3/2004 0:00,2004,Classic Cars,NYC,USA
59.1,2245.8,11/15/2004 0:00,2004,Classic Cars,NYC,USA
66.74,1668.5,11/24/2004 0:00,2004,Classic Cars,Melbourne,Australia
60.3,2773.8,1/6/2005 0:00,2005,Classic Cars,Espoo,Finland
100,2464,2/10/2005 0:00,2005,Classic Cars,Madrid,Spain
100,5491.6,3/4/2005 0:00,2005,Classic Cars,San Rafael,USA
100,4791.82,1/29/2003 0:00,2003,Vintage Cars,Stavern,Norway
100,4178.85,3/25/2003 0:00,2003,Vintage Cars,San Francisco,USA
82.34,3128.92,5/28/2003 0:00,2003,Vintage Cars,Madrid,Spain
100,3095.4,7/16/2003 0:00,2003,Vintage Cars,Chatswood,Australia
94.25,3958.5,9/12/2003 0:00,2003,Vintage Cars,Brisbane,USA
100,4991.44,10/20/2003 0:00,2003,Vintage Cars,NYC,USA
95.24,2761.96,11/5/2003 0:00,2003,Vintage Cars,Bergamo,Italy
86.31,2848.23,11/12/2003 0:00,2003,Vintage Cars,San Rafael,USA
79.37,2539.84,11/21/2003 0:00,2003,Vintage Cars,Glen Waverly,Australia
87.3,2444.4,12/5/2003 0:00,2003,Vintage Cars,Vancouver,Canada
100,4555.92,1/29/2004 0:00,2004,Vintage Cars,Burbank,USA
100,3666.96,3/2/2004 0:00,2004,Vintage Cars,Lyon,France
84.33,3035.88,4/29/2004 0:00,2004,Vintage Cars,Madrid,Spain
89.29,2321.54,6/14/2004 0:00,2004,Vintage Cars,San Jose,USA
100,3474.46,8/17/2004 0:00,2004,Vintage Cars,Torino,Italy
96.23,2501.98,9/7/2004 0:00,2004,Vintage Cars,Brickhaven,USA
100,3958.46,10/11/2004 0:00,2004,Vintage Cars,Versailles,France
100,3535.95,10/21/2004 0:00,2004,Vintage Cars,San Rafael,USA
91.27,3011.91,11/5/2004 0:00,2004,Vintage Cars,Frankfurt,Germany
100,11336.7,11/18/2004 0:00,2004,Vintage Cars,San Francisco,USA
100,2656.94,11/29/2004 0:00,2004,Vintage Cars,Melbourne,Australia
100,2604.25,12/10/2004 0:00,2004,Vintage Cars,San Rafael,USA
73.08,3288.6,1/20/2005 0:00,2005,Vintage Cars,Brickhaven,USA
100,8935.5,2/17/2005 0:00,2005,Vintage Cars,San Rafael,USA
100,4035.96,3/10/2005 0:00,2005,Vintage Cars,Graz,Austria
89.29,1875.09,5/30/2005 0:00,2005,Vintage Cars,Bruxelles,Belgium
100,4049.56,3/3/2003 0:00,2003,Classic Cars,Makati City,Philippines
100,2469.39,5/8/2003 0:00,2003,Classic Cars,Marseille,France
100,5432.7,7/2/2003 0:00,2003,Classic Cars,San Rafael,USA
100,4405.22,9/5/2003 0:00,2003,Classic Cars,Brickhaven,USA
100,3638,10/10/2003 0:00,2003,Classic Cars,San Francisco,USA
100,4444.92,11/4/2003 0:00,2003,Classic Cars,North Sydney,Australia
100,3395.48,11/12/2003 0:00,2003,Classic Cars,Bergen,Norway
100,3414.58,11/20/2003 0:00,2003,Classic Cars,Koln,Germany
100,5127.04,12/2/2003 0:00,2003,Classic Cars,Madrid,Spain
100,3745.28,1/15/2004 0:00,2004,Classic Cars,Paris,France
100,4564.08,2/22/2004 0:00,2004,Classic Cars,Gensve,Switzerland
100,6554.24,4/9/2004 0:00,2004,Classic Cars,Kobenhavn,Denmark
100,6749.83,5/26/2004 0:00,2004,Classic Cars,Paris,France
100,8427.02,7/2/2004 0:00,2004,Classic Cars,Glen Waverly,Australia
100,3924.6,8/2/2004 0:00,2004,Classic Cars,Brickhaven,USA
100,6761.6,8/30/2004 0:00,2004,Classic Cars,Gensve,Switzerland
100,3786.49,10/4/2003 0:00,2003,Classic Cars,Frankfurt,Germany
100,6266.12,10/16/2004 0:00,2004,Classic Cars,Koln,Germany
100,3491,11/3/2004 0:00,2004,Classic Cars,Lule,Sweden
100,4405.22,11/16/2004 0:00,2004,Classic Cars,Makati City,Philippines
100,6548.3,11/24/2004 0:00,2004,Classic Cars,Melbourne,Australia
100,3177.91,12/7/2004 0:00,2004,Classic Cars,Madrid,Spain
100,4142.64,1/6/2005 0:00,2005,Classic Cars,Espoo,Finland
96.49,4149.07,2/10/2005 0:00,2005,Classic Cars,Madrid,Spain
100,7397,3/4/2005 0:00,2005,Classic Cars,San Rafael,USA
100,6241.6,3/10/2003 0:00,2003,Classic Cars,Philadelphia,USA
100,5331.88,5/20/2003 0:00,2003,Classic Cars,Nantes,France
100,5124.3,7/10/2003 0:00,2003,Classic Cars,Reims,France
100,3639.44,9/11/2003 0:00,2003,Classic Cars,North Sydney,Australia
100,5544,10/17/2003 0:00,2003,Classic Cars,Aaarhus,Denmark
100,5493.12,11/5/2003 0:00,2003,Classic Cars,Bridgewater,USA
100,5785.26,11/12/2003 0:00,2003,Classic Cars,Bergen,Norway
100,5340.6,11/20/2003 0:00,2003,Classic Cars,Nashua,USA
100,5735.8,12/2/2003 0:00,2003,Classic Cars,NYC,USA
100,6357.6,1/16/2004 0:00,2004,Classic Cars,Madrid,Spain
100,7343.9,2/26/2004 0:00,2004,Classic Cars,San Diego,USA
100,5959.22,4/13/2004 0:00,2004,Classic Cars,Osaka,Japan
100,4029.38,6/1/2004 0:00,2004,Classic Cars,Liverpool,UK
100,5035.14,7/6/2004 0:00,2004,Classic Cars,Reggio Emilia,Italy
100,4116.8,8/6/2004 0:00,2004,Classic Cars,Las Vegas,USA
100,4310.55,8/30/2004 0:00,2004,Classic Cars,Gensve,Switzerland
100,6446.7,10/5/2003 0:00,2003,Classic Cars,Oslo,Norway
100,3616.64,10/16/2004 0:00,2004,Classic Cars,Madrid,Spain
100,4232.76,11/4/2004 0:00,2004,Classic Cars,New Bedford,USA
67.91,1765.66,11/17/2004 0:00,2004,Classic Cars,Philadelphia,USA
84.88,3734.72,11/24/2004 0:00,2004,Classic Cars,Reims,France
100,4808.38,1/12/2005 0:00,2005,Classic Cars,Pasadena,USA
70.83,2266.56,2/10/2005 0:00,2005,Classic Cars,Madrid,Spain
100,10468.9,4/15/2005 0:00,2005,Classic Cars,Kobenhavn,Denmark
100,5589.14,5/17/2005 0:00,2005,Classic Cars,Salzburg,Austria
67.77,2914.11,3/3/2003 0:00,2003,Motorcycles,Makati City,Philippines
49.74,1740.9,5/8/2003 0:00,2003,Motorcycles,Marseille,France
50.36,2266.2,7/2/2003 0:00,2003,Motorcycles,San Rafael,USA
67.14,3155.58,9/3/2003 0:00,2003,Motorcycles,Glendale,USA
64.66,1357.86,10/10/2003 0:00,2003,Motorcycles,San Francisco,USA
68.39,2598.82,11/4/2003 0:00,2003,Motorcycles,North Sydney,Australia
50.36,1057.56,11/11/2003 0:00,2003,Motorcycles,Lille,France
72.74,3127.82,11/20/2003 0:00,2003,Motorcycles,Koln,Germany
54.09,2488.14,1/15/2004 0:00,2004,Motorcycles,Paris,France
58.44,2220.72,2/21/2004 0:00,2004,Motorcycles,Lille,France
52.22,1357.72,4/5/2004 0:00,2004,Motorcycles,NYC,USA
52.84,1638.04,5/26/2004 0:00,2004,Motorcycles,Paris,France
54.71,2626.08,6/30/2004 0:00,2004,Motorcycles,Boston,USA
50.36,1661.88,8/2/2004 0:00,2004,Motorcycles,Brickhaven,USA
57.2,2173.6,8/28/2004 0:00,2004,Motorcycles,Paris,France
55.95,2182.05,9/30/2004 0:00,2004,Motorcycles,Helsinki,Finland
67.14,2819.88,10/16/2004 0:00,2004,Motorcycles,Koln,Germany
59.06,2598.64,11/3/2004 0:00,2004,Motorcycles,NYC,USA
69.63,2019.27,11/16/2004 0:00,2004,Motorcycles,Makati City,Philippines
55.95,1454.7,11/24/2004 0:00,2004,Motorcycles,Melbourne,Australia
53.47,1657.57,12/7/2004 0:00,2004,Motorcycles,Madrid,Spain
89.12,2851.84,1/6/2005 0:00,2005,Motorcycles,Espoo,Finland
100,4609.64,2/10/2005 0:00,2005,Motorcycles,Madrid,Spain
100,5079.96,3/4/2005 0:00,2005,Motorcycles,San Rafael,USA
52.22,1879.92,4/8/2005 0:00,2005,Motorcycles,Liverpool,UK
100,4774.86,2/17/2003 0:00,2003,Vintage Cars,Bergamo,Italy
99.52,2687.04,4/28/2003 0:00,2003,Vintage Cars,Salzburg,Austria
100,3423.75,6/16/2003 0:00,2003,Vintage Cars,Brickhaven,USA
100,3455.76,8/10/2003 0:00,2003,Vintage Cars,New Bedford,USA
100,3622.97,10/6/2003 0:00,2003,Vintage Cars,Helsinki,Finland
100,3599.58,10/23/2003 0:00,2003,Vintage Cars,Boras,Sweden
100,5386.56,11/8/2003 0:00,2003,Vintage Cars,Toulouse,France
100,4918.78,11/14/2003 0:00,2003,Vintage Cars,London,UK
100,2538.8,11/26/2003 0:00,2003,Vintage Cars,Barcelona,Spain
100,2498.6,1/9/2004 0:00,2004,Vintage Cars,Los Angeles,USA
85.75,3858.75,2/19/2004 0:00,2004,Vintage Cars,San Diego,USA
100,5600.5,5/8/2004 0:00,2004,Vintage Cars,Cambridge,USA
100,4103.46,6/24/2004 0:00,2004,Vintage Cars,Madrid,Spain
85.75,4287.5,7/21/2004 0:00,2004,Vintage Cars,Bruxelles,Belgium
100,5795.54,8/20/2004 0:00,2004,Vintage Cars,Tsawassen,Canada
84.7,1863.4,9/15/2004 0:00,2004,Vintage Cars,Munich,Germany
86.81,4166.88,10/14/2004 0:00,2004,Vintage Cars,Philadelphia,USA
86.81,4080.07,11/1/2004 0:00,2004,Vintage Cars,Cowes,UK
100,3815.48,11/12/2004 0:00,2004,Vintage Cars,Bergamo,Italy
100,5526.45,11/22/2004 0:00,2004,Vintage Cars,Charleroi,Belgium
100,3374.6,12/3/2004 0:00,2004,Vintage Cars,London,UK
60.49,3024.5,1/31/2005 0:00,2005,Vintage Cars,Oulu,Finland
57.55,1266.1,3/1/2005 0:00,2005,Vintage Cars,Madrid,Spain
100,4811.85,3/30/2005 0:00,2005,Vintage Cars,Reims,France
100,7307.42,4/1/2005 0:00,2005,Vintage Cars,San Jose,USA
100,6209.25,5/9/2005 0:00,2005,Vintage Cars,Glen Waverly,Australia
100,5348.5,1/31/2003 0:00,2003,Classic Cars,Madrid,Spain
100,2780.58,4/16/2003 0:00,2003,Classic Cars,Singapore,Singapore
100,3447,6/3/2003 0:00,2003,Classic Cars,NYC,USA
100,3791.52,8/8/2003 0:00,2003,Classic Cars,San Rafael,USA
100,4524.1,9/25/2003 0:00,2003,Classic Cars,South Brisbane,Australia
100,3337.6,10/22/2003 0:00,2003,Classic Cars,Singapore,Singapore
100,5532.12,11/6/2003 0:00,2003,Classic Cars,Reggio Emilia,Italy
100,5096.91,11/14/2003 0:00,2003,Classic Cars,New Bedford,USA
100,4537.08,11/26/2003 0:00,2003,Classic Cars,New Haven,USA
100,6146.8,12/9/2003 0:00,2003,Classic Cars,Boston,USA
100,8258,2/12/2004 0:00,2004,Classic Cars,Dublin,Ireland
100,7238.28,3/15/2004 0:00,2004,Classic Cars,Frankfurt,Germany
100,6756,5/5/2004 0:00,2004,Classic Cars,Espoo,Finland
100,3734,7/20/2004 0:00,2004,Classic Cars,Allentown,USA
100,4674.8,8/20/2004 0:00,2004,Classic Cars,San Rafael,USA
100,7140.76,9/8/2004 0:00,2004,Classic Cars,NYC,USA
100,3600.65,10/14/2004 0:00,2004,Classic Cars,Manchester,UK
100,4206.74,10/22/2004 0:00,2004,Classic Cars,Aaarhus,Denmark
100,5379.71,11/5/2004 0:00,2004,Classic Cars,NYC,USA
100,5679.36,11/21/2004 0:00,2004,Classic Cars,NYC,USA
100,4394.84,12/1/2004 0:00,2004,Classic Cars,NYC,USA
100,2528.25,12/10/2004 0:00,2004,Classic Cars,Madrid,Spain
100,7031.52,1/26/2005 0:00,2005,Classic Cars,Minato-ku,Japan
100,5340.9,2/22/2005 0:00,2005,Classic Cars,Madrid,Spain
100,6376.58,3/15/2005 0:00,2005,Classic Cars,Madrid,Spain
100,6896.75,5/5/2005 0:00,2005,Classic Cars,Bridgewater,USA
86.51,1903.22,1/6/2003 0:00,2003,Vintage Cars,Nashua,USA
89.27,2499.56,3/18/2003 0:00,2003,Vintage Cars,Manchester,UK
85.59,3081.24,5/21/2003 0:00,2003,Vintage Cars,Las Vegas,USA
100,3598.22,9/11/2003 0:00,2003,Vintage Cars,North Sydney,Australia
100,3912.09,10/18/2003 0:00,2003,Vintage Cars,San Francisco,USA
75.46,1584.66,11/5/2003 0:00,2003,Vintage Cars,Bergamo,Italy
100,3942.72,11/12/2003 0:00,2003,Vintage Cars,San Rafael,USA
97.55,2341.2,11/21/2003 0:00,2003,Vintage Cars,Glen Waverly,Australia
85.59,2482.11,12/2/2003 0:00,2003,Vintage Cars,NYC,USA
94.79,3602.02,1/22/2004 0:00,2004,Vintage Cars,London,UK
100,3566.94,3/2/2004 0:00,2004,Vintage Cars,Lyon,France
90.19,3787.98,4/13/2004 0:00,2004,Vintage Cars,Strasbourg,France
100,3704.05,8/17/2004 0:00,2004,Vintage Cars,Torino,Italy
80.99,2834.65,9/1/2004 0:00,2004,Vintage Cars,Singapore,Singapore
89.27,3392.26,10/6/2003 0:00,2003,Vintage Cars,Liverpool,UK
81.91,3358.31,10/16/2004 0:00,2004,Vintage Cars,Madrid,Spain
100,7310,11/17/2004 0:00,2004,Vintage Cars,Manchester,UK
100,2203.11,11/25/2004 0:00,2004,Vintage Cars,Marseille,France
62.72,2696.96,1/12/2005 0:00,2005,Vintage Cars,Pasadena,USA
100,3376.64,2/16/2005 0:00,2005,Vintage Cars,Madrid,Spain
90.19,541.14,4/22/2005 0:00,2005,Vintage Cars,San Jose,USA
92.95,6134.7,5/29/2005 0:00,2005,Vintage Cars,Chatswood,Australia
82.5,3382.5,2/11/2003 0:00,2003,Vintage Cars,Kobenhavn,Denmark
97.42,2240.66,4/16/2003 0:00,2003,Vintage Cars,Singapore,Singapore
92.16,3962.88,6/6/2003 0:00,2003,Vintage Cars,Madrid,Spain
70.22,1685.28,8/8/2003 0:00,2003,Vintage Cars,San Rafael,USA
83.38,1834.36,9/28/2003 0:00,2003,Vintage Cars,Madrid,Spain
73.73,1916.98,10/21/2003 0:00,2003,Vintage Cars,New Bedford,USA
74.6,2611,11/7/2003 0:00,2003,Vintage Cars,Madrid,Spain
77.24,3630.28,11/14/2003 0:00,2003,Vintage Cars,New Bedford,USA
100,5090.5,11/26/2003 0:00,2003,Vintage Cars,Barcelona,Spain
87.77,3949.65,1/2/2004 0:00,2004,Vintage Cars,Lyon,France
89.53,3491.67,2/18/2004 0:00,2004,Vintage Cars,Bruxelles,Belgium
89.53,2059.19,3/20/2004 0:00,2004,Vintage Cars,Cowes,UK
75.48,3170.16,5/7/2004 0:00,2004,Vintage Cars,NYC,USA
89.53,1790.6,6/17/2004 0:00,2004,Vintage Cars,Montreal,Canada
71.09,2345.97,7/21/2004 0:00,2004,Vintage Cars,Bruxelles,Belgium
100,3580.88,8/20/2004 0:00,2004,Vintage Cars,Tsawassen,Canada
100,4946.06,9/9/2004 0:00,2004,Vintage Cars,Torino,Italy
90.4,3525.6,10/14/2004 0:00,2004,Vintage Cars,Manchester,UK
100,3602.16,10/29/2004 0:00,2004,Vintage Cars,Nantes,France
86.01,4300.5,11/9/2004 0:00,2004,Vintage Cars,Lule,Sweden
100,4498.19,11/21/2004 0:00,2004,Vintage Cars,NYC,USA
100,3023.1,12/2/2004 0:00,2004,Vintage Cars,Madrid,Spain
86.89,3562.49,1/26/2005 0:00,2005,Vintage Cars,Minato-ku,Japan
58.58,1640.24,2/22/2005 0:00,2005,Vintage Cars,Madrid,Spain
100,4739.4,3/23/2005 0:00,2005,Vintage Cars,San Rafael,USA
75.48,1207.68,5/6/2005 0:00,2005,Vintage Cars,Boston,USA
100,4228.2,1/29/2003 0:00,2003,Trucks and Buses,Stavern,Norway
100,4815.45,4/1/2003 0:00,2003,Trucks and Buses,Paris,France
100,7083,5/28/2003 0:00,2003,Trucks and Buses,Madrid,Spain
100,4601.2,7/24/2003 0:00,2003,Trucks and Buses,Burlingame,USA
100,6467.02,9/19/2003 0:00,2003,Trucks and Buses,Singapore,Singapore
100,5012.55,10/21/2003 0:00,2003,Trucks and Buses,Graz,Austria
100,5121.59,11/6/2003 0:00,2003,Trucks and Buses,London,UK
100,2441.04,11/13/2003 0:00,2003,Trucks and Buses,Philadelphia,USA
100,4262.08,11/25/2003 0:00,2003,Trucks and Buses,Lyon,France
100,6658.02,12/9/2003 0:00,2003,Trucks and Buses,Boston,USA
100,4509.08,2/4/2004 0:00,2004,Trucks and Buses,Singapore,Singapore
100,4716.23,3/11/2004 0:00,2004,Trucks and Buses,San Rafael,USA
100,2390.22,5/4/2004 0:00,2004,Trucks and Buses,New Haven,USA
100,4666.62,6/15/2004 0:00,2004,Trucks and Buses,Singapore,Singapore
100,5383.08,7/19/2004 0:00,2004,Trucks and Buses,Chatswood,Australia
99.29,2482.25,8/19/2004 0:00,2004,Trucks and Buses,Allentown,USA
100,5288.64,9/8/2004 0:00,2004,Trucks and Buses,Boras,Sweden
99.29,2184.38,10/13/2004 0:00,2004,Trucks and Buses,Cambridge,USA
100,2881.76,10/22/2004 0:00,2004,Trucks and Buses,Vancouver,Canada
100,6203.06,11/5/2004 0:00,2004,Trucks and Buses,Frankfurt,Germany
100,6763.47,11/19/2004 0:00,2004,Trucks and Buses,Lule,Sweden
100,5884.65,11/29/2004 0:00,2004,Trucks and Buses,Melbourne,Australia
100,3559.64,12/10/2004 0:00,2004,Trucks and Buses,San Rafael,USA
57.53,1668.37,1/20/2005 0:00,2005,Trucks and Buses,North Sydney,Australia
100,4890.6,2/17/2005 0:00,2005,Trucks and Buses,San Rafael,USA
100,5235.72,5/1/2005 0:00,2005,Trucks and Buses,Montreal,Canada
100,4325.16,5/31/2005 0:00,2005,Trucks and Buses,Nantes,France
47.29,1938.89,1/29/2003 0:00,2003,Vintage Cars,Stavern,Norway
49.81,2490.5,3/26/2003 0:00,2003,Vintage Cars,San Rafael,USA
53.83,2314.69,5/28/2003 0:00,2003,Vintage Cars,Madrid,Spain
43.27,1254.83,7/24/2003 0:00,2003,Vintage Cars,Burlingame,USA
42.76,1282.8,9/19/2003 0:00,2003,Vintage Cars,Singapore,Singapore
53.83,1345.75,10/21/2003 0:00,2003,Vintage Cars,Graz,Austria
44.78,2194.22,11/6/2003 0:00,2003,Vintage Cars,South Brisbane,Australia
49.3,1972,11/13/2003 0:00,2003,Vintage Cars,Philadelphia,USA
44.78,1835.98,11/25/2003 0:00,2003,Vintage Cars,Lyon,France
53.33,1119.93,12/5/2003 0:00,2003,Vintage Cars,Vancouver,Canada
45.28,2082.88,1/29/2004 0:00,2004,Vintage Cars,Burbank,USA
40.25,1569.75,3/11/2004 0:00,2004,Vintage Cars,San Rafael,USA
59.87,2694.15,5/4/2004 0:00,2004,Vintage Cars,New Haven,USA
59.87,1257.27,6/15/2004 0:00,2004,Vintage Cars,Minato-ku,Japan
58.36,2567.84,7/19/2004 0:00,2004,Vintage Cars,Chatswood,Australia
59.87,2634.28,8/19/2004 0:00,2004,Vintage Cars,Allentown,USA
51.82,1502.78,9/8/2004 0:00,2004,Vintage Cars,Boras,Sweden
49.3,1676.2,10/11/2004 0:00,2004,Vintage Cars,Versailles,France
56.85,2217.15,10/21/2004 0:00,2004,Vintage Cars,San Rafael,USA
100,6832.02,11/5/2004 0:00,2004,Vintage Cars,NYC,USA
79.86,1916.64,11/18/2004 0:00,2004,Vintage Cars,San Francisco,USA
100,7110.8,11/1/2004 0:00,2004,Vintage Cars,Madrid,Spain
100,5302.8,12/10/2004 0:00,2004,Vintage Cars,Madrid,Spain
100,2730,1/20/2005 0:00,2005,Vintage Cars,North Sydney,Australia
100,7827.3,2/17/2005 0:00,2005,Vintage Cars,San Rafael,USA
59.87,2095.45,5/1/2005 0:00,2005,Vintage Cars,Montreal,Canada
59.87,1556.62,5/31/2005 0:00,2005,Vintage Cars,Madrid,Spain
100,5565.12,3/3/2003 0:00,2003,Classic Cars,Makati City,Philippines
100,3583.16,5/8/2003 0:00,2003,Classic Cars,Marseille,France
100,4705.18,7/2/2003 0:00,2003,Classic Cars,San Rafael,USA
100,4444.54,9/3/2003 0:00,2003,Classic Cars,Glendale,USA
100,4618.88,10/10/2003 0:00,2003,Classic Cars,San Francisco,USA
100,4910.4,11/4/2003 0:00,2003,Classic Cars,North Sydney,Australia
100,5565.12,11/11/2003 0:00,2003,Classic Cars,Lille,France
100,4237.76,11/20/2003 0:00,2003,Classic Cars,Koln,Germany
100,5673.58,1/15/2004 0:00,2004,Classic Cars,Paris,France
100,5260.15,2/22/2004 0:00,2004,Classic Cars,Gensve,Switzerland
100,6350.96,4/9/2004 0:00,2004,Classic Cars,Kobenhavn,Denmark
100,3559.4,5/26/2004 0:00,2004,Classic Cars,Paris,France
100,2410.6,6/30/2004 0:00,2004,Classic Cars,Boston,USA
100,5713.92,8/2/2004 0:00,2004,Classic Cars,Brickhaven,USA
100,4300.32,8/30/2004 0:00,2004,Classic Cars,Gensve,Switzerland
100,7947.31,9/30/2004 0:00,2004,Classic Cars,Helsinki,Finland
100,5356.8,10/16/2004 0:00,2004,Classic Cars,Koln,Germany
100,7901.1,11/3/2004 0:00,2004,Classic Cars,NYC,USA
100,6101,11/16/2004 0:00,2004,Classic Cars,Makati City,Philippines
100,6276.46,11/24/2004 0:00,2004,Classic Cars,Melbourne,Australia
100,4203.5,12/7/2004 0:00,2004,Classic Cars,Madrid,Spain
58.18,1629.04,1/6/2005 0:00,2005,Classic Cars,Espoo,Finland
67.14,3289.86,2/10/2005 0:00,2005,Classic Cars,Madrid,Spain
100,6862.94,3/4/2005 0:00,2005,Classic Cars,San Rafael,USA
61.29,2574.18,3/18/2003 0:00,2003,Classic Cars,Manchester,UK
57.73,1327.79,5/21/2003 0:00,2003,Classic Cars,Las Vegas,USA
81.25,2356.25,9/11/2003 0:00,2003,Classic Cars,North Sydney,Australia
80.54,2013.5,10/17/2003 0:00,2003,Classic Cars,Aaarhus,Denmark
71.98,2807.22,11/5/2003 0:00,2003,Classic Cars,Bergamo,Italy
69.84,3072.96,11/12/2003 0:00,2003,Classic Cars,San Rafael,USA
76.26,1906.5,11/21/2003 0:00,2003,Classic Cars,Glen Waverly,Australia
76.26,3431.7,12/2/2003 0:00,2003,Classic Cars,NYC,USA
83.39,2084.75,1/22/2004 0:00,2004,Classic Cars,London,UK
57.73,2136.01,3/2/2004 0:00,2004,Classic Cars,Lyon,France
66.99,2009.7,4/13/2004 0:00,2004,Classic Cars,Strasbourg,France
75.55,2719.8,7/7/2004 0:00,2004,Classic Cars,NYC,USA
60.58,1575.08,8/9/2004 0:00,2004,Classic Cars,Madrid,Spain
73.41,1688.43,9/1/2004 0:00,2004,Classic Cars,Singapore,Singapore
72.7,1672.1,10/6/2003 0:00,2003,Classic Cars,Liverpool,UK
66.99,1674.75,10/16/2004 0:00,2004,Classic Cars,Madrid,Spain
100,3472.98,11/17/2004 0:00,2004,Classic Cars,Manchester,UK
63.43,1649.18,11/25/2004 0:00,2004,Classic Cars,Marseille,France
85.25,3751,1/12/2005 0:00,2005,Classic Cars,Pasadena,USA
100,4536,2/16/2005 0:00,2005,Classic Cars,Madrid,Spain
66.99,4421.34,4/22/2005 0:00,2005,Classic Cars,San Jose,USA
57.73,2078.28,5/29/2005 0:00,2005,Classic Cars,Chatswood,Australia
85.25,3069,3/18/2003 0:00,2003,Classic Cars,Manchester,UK
77.9,1713.8,5/21/2003 0:00,2003,Classic Cars,Las Vegas,USA
60.26,1506.5,9/11/2003 0:00,2003,Classic Cars,North Sydney,Australia
72.76,2692.12,10/17/2003 0:00,2003,Classic Cars,Aaarhus,Denmark
75.69,2422.08,11/5/2003 0:00,2003,Classic Cars,Bridgewater,USA
74.22,3488.34,11/12/2003 0:00,2003,Classic Cars,San Rafael,USA
69.82,2583.34,11/20/2003 0:00,2003,Classic Cars,Nashua,USA
62.47,1249.4,12/2/2003 0:00,2003,Classic Cars,NYC,USA
82.31,3374.71,1/16/2004 0:00,2004,Classic Cars,Madrid,Spain
60.26,1265.46,2/26/2004 0:00,2004,Classic Cars,San Diego,USA
76.43,1681.46,4/13/2004 0:00,2004,Classic Cars,Strasbourg,France
80.1,3204,7/7/2004 0:00,2004,Classic Cars,NYC,USA
74.96,2398.72,8/9/2004 0:00,2004,Classic Cars,Madrid,Spain
66.14,2381.04,9/1/2004 0:00,2004,Classic Cars,Singapore,Singapore
72.02,1944.54,10/5/2003 0:00,2003,Classic Cars,Oslo,Norway
87.45,2273.7,10/16/2004 0:00,2004,Classic Cars,Madrid,Spain
70.55,2116.5,11/4/2004 0:00,2004,Classic Cars,New Bedford,USA
56.84,1307.32,11/17/2004 0:00,2004,Classic Cars,Manchester,UK
59.53,1726.37,11/25/2004 0:00,2004,Classic Cars,Marseille,France
60.37,1267.77,1/12/2005 0:00,2005,Classic Cars,Pasadena,USA
100,3441.82,2/16/2005 0:00,2005,Classic Cars,Madrid,Spain
76.43,1987.18,4/22/2005 0:00,2005,Classic Cars,San Jose,USA
64.67,3880.2,5/29/2005 0:00,2005,Classic Cars,Chatswood,Australia
55.49,1942.15,1/31/2003 0:00,2003,Classic Cars,Madrid,Spain
69.36,3259.92,4/4/2003 0:00,2003,Classic Cars,NYC,USA
60.69,1213.8,6/3/2003 0:00,2003,Classic Cars,NYC,USA
54.33,1086.6,8/1/2003 0:00,2003,Classic Cars,Espoo,Finland
65.31,1632.75,9/25/2003 0:00,2003,Classic Cars,South Brisbane,Australia
69.36,1734,10/22/2003 0:00,2003,Classic Cars,Singapore,Singapore
68.78,1857.06,11/6/2003 0:00,2003,Classic Cars,Reggio Emilia,Italy
60.11,1863.41,11/14/2003 0:00,2003,Classic Cars,Sevilla,Spain
66.47,2924.68,11/25/2003 0:00,2003,Classic Cars,White Plains,USA
46.82,2294.18,12/9/2003 0:00,2003,Classic Cars,Boston,USA
56.07,1457.82,2/12/2004 0:00,2004,Classic Cars,Dublin,Ireland
54.33,1955.88,3/15/2004 0:00,2004,Classic Cars,Frankfurt,Germany
52.6,2314.4,5/5/2004 0:00,2004,Classic Cars,Madrid,Spain
46.82,1310.96,6/15/2004 0:00,2004,Classic Cars,Singapore,Singapore
64.74,2913.3,7/20/2004 0:00,2004,Classic Cars,San Rafael,USA
46.82,1357.78,8/20/2004 0:00,2004,Classic Cars,San Rafael,USA
53.75,2150,9/8/2004 0:00,2004,Classic Cars,NYC,USA
61.85,2783.25,10/13/2004 0:00,2004,Classic Cars,Cambridge,USA
53.18,2339.92,10/22/2004 0:00,2004,Classic Cars,Aaarhus,Denmark
69.16,1729,11/5/2004 0:00,2004,Classic Cars,NYC,USA
100,5972.4,11/20/2004 0:00,2004,Classic Cars,Paris,France
47.4,2275.2,12/1/2004 0:00,2004,Classic Cars,NYC,USA
60.76,2673.44,12/10/2004 0:00,2004,Classic Cars,Madrid,Spain
97.27,2431.75,1/23/2005 0:00,2005,Classic Cars,San Rafael,USA
91.76,2018.72,2/22/2005 0:00,2005,Classic Cars,Madrid,Spain
50.29,1558.99,3/15/2005 0:00,2005,Classic Cars,Madrid,Spain
52.6,1104.6,5/3/2005 0:00,2005,Classic Cars,Madrid,Spain
46.82,2575.1,5/31/2005 0:00,2005,Classic Cars,Nantes,France
100,2845.75,2/24/2003 0:00,2003,Motorcycles,NYC,USA
98.05,3431.75,4/29/2003 0:00,2003,Motorcycles,Melbourne,Australia
93.54,3273.9,7/1/2003 0:00,2003,Motorcycles,Paris,France
95.8,4119.4,8/25/2003 0:00,2003,Motorcycles,Pasadena,USA
100,5355.68,10/10/2003 0:00,2003,Motorcycles,San Francisco,USA
